depth,dt,rhob,pp,omega_v,omega_h_caps,omega_h,e,poissons_ration,friction_agnle,ucs,cp,cp_timer,lcp,fp
350,180.82 ,1.94 ,1.05 ,1.819838456,1.73 ,1.57 ,0.42 ,0.27 ,45.47 ,0.730050692,1.24 ,1.32 ,1.57 ,1.650744545
352,180.68 ,1.94 ,1.05 ,1.82045475,1.73 ,1.57 ,0.43 ,0.27 ,45.47 ,0.733738879,1.24 ,1.32 ,1.57 ,1.651237613
354,180.55 ,1.90 ,1.05 ,1.821063448,1.73 ,1.57 ,0.43 ,0.27 ,45.47 ,0.709974697,1.24 ,1.32 ,1.57 ,1.651723899
356,180.41 ,1.91 ,1.05 ,1.821420877,1.73 ,1.57 ,0.44 ,0.27 ,45.47 ,0.718065518,1.24 ,1.32 ,1.57 ,1.65201134
358,180.27 ,1.80 ,1.05 ,1.821344457,1.73 ,1.57 ,0.44 ,0.27 ,45.48 ,0.639207649,1.25 ,1.33 ,1.57 ,1.651954289
360,180.14 ,1.65 ,1.05 ,1.821097111,1.73 ,1.57 ,0.43 ,0.27 ,45.49 ,0.538641142,1.25 ,1.33 ,1.57 ,1.651761414
362,180.00 ,1.80 ,1.05 ,1.820706516,1.73 ,1.57 ,0.45 ,0.27 ,45.48 ,0.645656836,1.25 ,1.33 ,1.57 ,1.651457446
364,179.86 ,1.64 ,1.05 ,1.820725032,1.73 ,1.57 ,0.44 ,0.27 ,45.49 ,0.534706356,1.25 ,1.33 ,1.57 ,1.651474015
366,179.73 ,1.81 ,1.05 ,1.820018274,1.73 ,1.57 ,0.46 ,0.27 ,45.48 ,0.65265117,1.25 ,1.33 ,1.57 ,1.650919622
368,179.59 ,1.88 ,1.05 ,1.820208764,1.73 ,1.57 ,0.47 ,0.27 ,45.47 ,0.71056137,1.24 ,1.32 ,1.57 ,1.651073415
370,179.45 ,1.99 ,1.05 ,1.820755744,1.73 ,1.57 ,0.49 ,0.27 ,45.46 ,0.799042238,1.24 ,1.32 ,1.57 ,1.651508844
372,179.32 ,1.96 ,1.05 ,1.821664839,1.73 ,1.58 ,0.49 ,0.27 ,45.47 ,0.776301979,1.24 ,1.32 ,1.58 ,1.652228841
374,179.18 ,1.77 ,1.05 ,1.822080814,1.73 ,1.58 ,0.48 ,0.27 ,45.48 ,0.636160013,1.25 ,1.33 ,1.58 ,1.65255745
376,179.04 ,1.77 ,1.05 ,1.821684112,1.73 ,1.58 ,0.49 ,0.27 ,45.48 ,0.638251332,1.25 ,1.33 ,1.58 ,1.652245098
378,178.91 ,1.80 ,1.05 ,1.821353425,1.73 ,1.57 ,0.49 ,0.27 ,45.48 ,0.659712682,1.25 ,1.33 ,1.57 ,1.651984836
380,178.77 ,1.88 ,1.05 ,1.82177516,1.73 ,1.58 ,0.51 ,0.27 ,45.47 ,0.721996685,1.25 ,1.33 ,1.58 ,1.652319041
382,178.64 ,1.81 ,1.05 ,1.821939253,1.73 ,1.58 ,0.51 ,0.27 ,45.48 ,0.669323355,1.25 ,1.33 ,1.58 ,1.652448146
384,178.50 ,1.90 ,1.05 ,1.822175303,1.73 ,1.58 ,0.52 ,0.27 ,45.47 ,0.74174287,1.25 ,1.33 ,1.58 ,1.652635016
386,178.37 ,1.82 ,1.05 ,1.822649881,1.73 ,1.58 ,0.52 ,0.27 ,45.48 ,0.683711858,1.25 ,1.33 ,1.58 ,1.65300852
388,178.23 ,1.92 ,1.05 ,1.822929911,1.73 ,1.58 ,0.53 ,0.27 ,45.47 ,0.763016238,1.25 ,1.33 ,1.58 ,1.653229406
390,178.09 ,1.91 ,1.05 ,1.823466079,1.73 ,1.58 ,0.54 ,0.27 ,45.47 ,0.754573987,1.25 ,1.33 ,1.58 ,1.653651239
392,177.96 ,1.90 ,1.05 ,1.823918368,1.73 ,1.58 ,0.55 ,0.27 ,45.47 ,0.74721915,1.25 ,1.33 ,1.58 ,1.654006456
394,177.82 ,1.90 ,1.05 ,1.824265984,1.74 ,1.58 ,0.55 ,0.27 ,45.47 ,0.751086741,1.25 ,1.33 ,1.58 ,1.654278766
396,177.69 ,1.87 ,1.05 ,1.824646163,1.74 ,1.58 ,0.56 ,0.27 ,45.47 ,0.729043336,1.25 ,1.33 ,1.58 ,1.654576142
398,177.55 ,1.91 ,1.05 ,1.825411342,1.74 ,1.58 ,0.57 ,0.27 ,45.47 ,0.761417619,1.25 ,1.33 ,1.58 ,1.655177462
400,177.42 ,1.82 ,1.05 ,1.825700255,1.74 ,1.58 ,0.56 ,0.27 ,45.47 ,0.695497716,1.25 ,1.33 ,1.58 ,1.655401599
402,177.28 ,1.91 ,1.05 ,1.825948728,1.74 ,1.58 ,0.58 ,0.27 ,45.47 ,0.773384263,1.25 ,1.33 ,1.58 ,1.65559487
404,177.15 ,1.88 ,1.05 ,1.826532834,1.74 ,1.58 ,0.58 ,0.27 ,45.47 ,0.746530356,1.25 ,1.33 ,1.58 ,1.656051525
406,177.01 ,1.93 ,1.05 ,1.826532451,1.74 ,1.58 ,0.59 ,0.27 ,45.47 ,0.7867905,1.25 ,1.33 ,1.58 ,1.656047402
408,176.88 ,1.87 ,1.05 ,1.826974839,1.74 ,1.58 ,0.59 ,0.27 ,45.47 ,0.747611725,1.25 ,1.33 ,1.58 ,1.656391409
410,176.75 ,1.92 ,1.05 ,1.827048574,1.74 ,1.58 ,0.60 ,0.27 ,45.47 ,0.784025365,1.25 ,1.33 ,1.58 ,1.656445044
412,176.61 ,1.91 ,1.05 ,1.827456895,1.74 ,1.58 ,0.61 ,0.27 ,45.47 ,0.780456141,1.25 ,1.33 ,1.58 ,1.656761791
414,176.48 ,1.61 ,1.05 ,1.827330705,1.74 ,1.58 ,0.58 ,0.27 ,45.49 ,0.556129518,1.26 ,1.34 ,1.58 ,1.656654595
416,176.34 ,1.92 ,1.05 ,1.827085466,1.74 ,1.58 ,0.62 ,0.27 ,45.46 ,0.792916648,1.25 ,1.33 ,1.58 ,1.656457837
418,176.21 ,1.92 ,1.05 ,1.827584759,1.74 ,1.58 ,0.62 ,0.27 ,45.46 ,0.794497236,1.25 ,1.33 ,1.58 ,1.656845323
420,176.08 ,1.77 ,1.05 ,1.828062531,1.74 ,1.58 ,0.62 ,0.27 ,45.48 ,0.67882979,1.25 ,1.33 ,1.58 ,1.657214375
422,175.94 ,1.89 ,1.05 ,1.828123966,1.74 ,1.58 ,0.63 ,0.27 ,45.47 ,0.778837531,1.25 ,1.33 ,1.58 ,1.65725699
424,175.81 ,1.95 ,1.05 ,1.828448232,1.74 ,1.58 ,0.64 ,0.27 ,45.46 ,0.830834844,1.25 ,1.33 ,1.58 ,1.657505906
426,175.68 ,1.96 ,1.05 ,1.828967107,1.74 ,1.58 ,0.65 ,0.27 ,45.46 ,0.842279278,1.25 ,1.33 ,1.58 ,1.657907422
428,175.54 ,1.96 ,1.05 ,1.829555613,1.74 ,1.58 ,0.66 ,0.27 ,45.46 ,0.846516919,1.25 ,1.33 ,1.58 ,1.658363338
430,175.41 ,1.92 ,1.05 ,1.830102329,1.74 ,1.58 ,0.66 ,0.27 ,45.46 ,0.810971627,1.25 ,1.33 ,1.58 ,1.658785603
432,175.28 ,1.99 ,1.05 ,1.830625627,1.74 ,1.58 ,0.67 ,0.27 ,45.46 ,0.87106547,1.25 ,1.33 ,1.58 ,1.659189852
434,175.14 ,1.97 ,1.05 ,1.831194289,1.74 ,1.58 ,0.68 ,0.27 ,45.46 ,0.858880912,1.25 ,1.33 ,1.58 ,1.659628827
436,175.01 ,1.91 ,1.05 ,1.83184822,1.74 ,1.58 ,0.68 ,0.27 ,45.46 ,0.812556392,1.25 ,1.33 ,1.58 ,1.660134258
438,174.88 ,1.89 ,1.05 ,1.832294081,1.74 ,1.58 ,0.68 ,0.27 ,45.46 ,0.794515608,1.25 ,1.33 ,1.58 ,1.660475727
440,174.74 ,1.79 ,1.05 ,1.832727025,1.74 ,1.58 ,0.68 ,0.27 ,45.47 ,0.716683215,1.25 ,1.33 ,1.58 ,1.66080614
442,174.61 ,1.78 ,1.05 ,1.832245126,1.74 ,1.58 ,0.68 ,0.27 ,45.47 ,0.708532207,1.25 ,1.33 ,1.58 ,1.66041682
444,174.48 ,1.99 ,1.05 ,1.832490007,1.74 ,1.58 ,0.71 ,0.27 ,45.45 ,0.893515226,1.25 ,1.33 ,1.58 ,1.660600867
446,174.35 ,1.98 ,1.05 ,1.833191588,1.74 ,1.58 ,0.71 ,0.27 ,45.46 ,0.880048647,1.25 ,1.33 ,1.58 ,1.661142252
448,174.21 ,2.01 ,1.05 ,1.833832283,1.74 ,1.58 ,0.72 ,0.27 ,45.45 ,0.909226713,1.25 ,1.33 ,1.58 ,1.661635669
450,174.08 ,2.01 ,1.05 ,1.834549543,1.74 ,1.58 ,0.73 ,0.27 ,45.45 ,0.919381666,1.25 ,1.33 ,1.58 ,1.662188764
452,173.95 ,1.99 ,1.05 ,1.835254088,1.74 ,1.58 ,0.74 ,0.27 ,45.45 ,0.902612766,1.25 ,1.33 ,1.58 ,1.662731239
454,173.82 ,1.98 ,1.05 ,1.835912198,1.75 ,1.58 ,0.74 ,0.27 ,45.45 ,0.894527303,1.25 ,1.33 ,1.58 ,1.66323686
456,173.68 ,1.98 ,1.05 ,1.836262126,1.75 ,1.58 ,0.75 ,0.27 ,45.45 ,0.896817298,1.25 ,1.33 ,1.58 ,1.663499842
458,173.55 ,1.97 ,1.05 ,1.836917882,1.75 ,1.59 ,0.75 ,0.27 ,45.45 ,0.890721999,1.25 ,1.33 ,1.59 ,1.664002868
460,173.42 ,1.97 ,1.05 ,1.837460678,1.75 ,1.59 ,0.76 ,0.27 ,45.45 ,0.893537461,1.25 ,1.33 ,1.59 ,1.664416774
462,173.29 ,1.98 ,1.05 ,1.837992618,1.75 ,1.59 ,0.77 ,0.27 ,45.45 ,0.90514269,1.25 ,1.33 ,1.59 ,1.664821845
464,173.16 ,1.99 ,1.05 ,1.838574507,1.75 ,1.59 ,0.77 ,0.27 ,45.45 ,0.917828848,1.25 ,1.33 ,1.59 ,1.665265812
466,173.03 ,2.01 ,1.05 ,1.839250549,1.75 ,1.59 ,0.78 ,0.27 ,45.45 ,0.941302243,1.25 ,1.33 ,1.59 ,1.665783469
468,172.89 ,1.96 ,1.05 ,1.840011526,1.75 ,1.59 ,0.78 ,0.27 ,45.45 ,0.896501482,1.25 ,1.33 ,1.59 ,1.666366954
470,172.76 ,2.00 ,1.05 ,1.840645111,1.75 ,1.59 ,0.79 ,0.27 ,45.45 ,0.935353749,1.25 ,1.33 ,1.59 ,1.666850579
472,172.63 ,1.83 ,1.05 ,1.840949269,1.75 ,1.59 ,0.78 ,0.27 ,45.47 ,0.788287214,1.26 ,1.34 ,1.59 ,1.667073635
474,172.50 ,1.89 ,1.05 ,1.841040537,1.75 ,1.59 ,0.79 ,0.27 ,45.46 ,0.836308473,1.25 ,1.33 ,1.59 ,1.667130691
476,172.37 ,1.96 ,1.05 ,1.841337288,1.75 ,1.59 ,0.81 ,0.27 ,45.45 ,0.902218079,1.25 ,1.33 ,1.59 ,1.667348961
478,172.24 ,1.89 ,1.05 ,1.841764211,1.75 ,1.59 ,0.80 ,0.27 ,45.46 ,0.848169733,1.26 ,1.34 ,1.59 ,1.667668221
480,172.11 ,1.95 ,1.05 ,1.84201929,1.75 ,1.59 ,0.82 ,0.27 ,45.45 ,0.906212737,1.25 ,1.33 ,1.59 ,1.667853078
482,171.98 ,2.04 ,1.05 ,1.842505595,1.75 ,1.59 ,0.83 ,0.27 ,45.44 ,0.990891141,1.25 ,1.33 ,1.59 ,1.668219313
484,171.85 ,1.95 ,1.05 ,1.843194567,1.75 ,1.59 ,0.83 ,0.27 ,45.45 ,0.912352354,1.25 ,1.33 ,1.59 ,1.668743099
486,171.72 ,2.00 ,1.05 ,1.843803196,1.75 ,1.59 ,0.84 ,0.27 ,45.45 ,0.957545552,1.25 ,1.33 ,1.59 ,1.669204335
488,171.59 ,1.95 ,1.05 ,1.844472884,1.75 ,1.59 ,0.84 ,0.27 ,45.45 ,0.91700112,1.25 ,1.33 ,1.59 ,1.669712496
490,171.45 ,1.85 ,1.05 ,1.844748878,1.75 ,1.59 ,0.83 ,0.27 ,45.46 ,0.825946911,1.26 ,1.34 ,1.59 ,1.669911019
492,171.32 ,1.82 ,1.05 ,1.844791587,1.75 ,1.59 ,0.84 ,0.27 ,45.46 ,0.797603697,1.26 ,1.34 ,1.59 ,1.669926703
494,171.19 ,1.78 ,1.05 ,1.844680918,1.75 ,1.59 ,0.84 ,0.27 ,45.47 ,0.769508457,1.26 ,1.34 ,1.59 ,1.669821839
496,171.06 ,1.92 ,1.05 ,1.844641914,1.75 ,1.59 ,0.86 ,0.27 ,45.45 ,0.895793536,1.26 ,1.34 ,1.59 ,1.669774125
498,170.93 ,2.01 ,1.05 ,1.844902293,1.75 ,1.59 ,0.87 ,0.27 ,45.45 ,0.981821846,1.25 ,1.33 ,1.59 ,1.669960594
500,170.80 ,1.86 ,1.05 ,1.845559745,1.75 ,1.59 ,0.86 ,0.27 ,45.46 ,0.845851454,1.26 ,1.34 ,1.59 ,1.670456521
502,170.68 ,1.80 ,1.05 ,1.845716906,1.75 ,1.59 ,0.86 ,0.27 ,45.46 ,0.798511467,1.26 ,1.34 ,1.59 ,1.670560503
504,170.55 ,1.84 ,1.05 ,1.845554055,1.75 ,1.59 ,0.87 ,0.27 ,45.46 ,0.829370423,1.26 ,1.34 ,1.59 ,1.670413973
506,170.42 ,1.74 ,1.05 ,1.845301515,1.75 ,1.59 ,0.86 ,0.27 ,45.47 ,0.750929246,1.26 ,1.34 ,1.59 ,1.670196138
508,170.29 ,1.92 ,1.05 ,1.845319097,1.75 ,1.59 ,0.88 ,0.27 ,45.45 ,0.908724758,1.26 ,1.34 ,1.59 ,1.670191541
510,170.16 ,1.75 ,1.05 ,1.845501256,1.75 ,1.59 ,0.87 ,0.27 ,45.47 ,0.763685797,1.26 ,1.34 ,1.59 ,1.670313443
512,170.03 ,1.87 ,1.05 ,1.845251119,1.75 ,1.59 ,0.89 ,0.27 ,45.46 ,0.873314139,1.26 ,1.34 ,1.59 ,1.670098288
514,169.90 ,1.99 ,1.05 ,1.845263284,1.75 ,1.59 ,0.91 ,0.27 ,45.44 ,0.992574321,1.25 ,1.33 ,1.59 ,1.670088423
516,169.77 ,2.07 ,1.05 ,1.845920999,1.75 ,1.59 ,0.92 ,0.27 ,45.44 ,1.075291685,1.25 ,1.33 ,1.59 ,1.670583614
518,169.64 ,2.02 ,1.05 ,1.846696437,1.75 ,1.59 ,0.92 ,0.27 ,45.44 ,1.026576363,1.25 ,1.33 ,1.59 ,1.671169774
520,169.51 ,2.02 ,1.05 ,1.847476637,1.75 ,1.59 ,0.93 ,0.27 ,45.44 ,1.028092485,1.25 ,1.33 ,1.59 ,1.671759592
522,169.38 ,1.95 ,1.05 ,1.848141589,1.76 ,1.59 ,0.93 ,0.27 ,45.45 ,0.957887685,1.26 ,1.34 ,1.59 ,1.67225833
524,169.25 ,2.11 ,1.06 ,1.848552547,1.76 ,1.59 ,0.95 ,0.27 ,45.43 ,1.126004936,1.25 ,1.33 ,1.59 ,1.672559422
526,169.13 ,1.98 ,1.06 ,1.849434126,1.76 ,1.59 ,0.95 ,0.27 ,45.44 ,1.002204696,1.26 ,1.34 ,1.59 ,1.673226671
528,169.00 ,1.86 ,1.06 ,1.849805002,1.76 ,1.59 ,0.93 ,0.27 ,45.46 ,0.885583548,1.26 ,1.34 ,1.59 ,1.673493888
530,168.87 ,2.00 ,1.06 ,1.850074373,1.76 ,1.59 ,0.96 ,0.27 ,45.44 ,1.024495176,1.26 ,1.34 ,1.59 ,1.673683075
532,168.74 ,1.99 ,1.06 ,1.85067574,1.76 ,1.59 ,0.96 ,0.27 ,45.44 ,1.01594732,1.26 ,1.34 ,1.59 ,1.674130729
534,168.61 ,2.02 ,1.06 ,1.851202926,1.76 ,1.59 ,0.97 ,0.27 ,45.44 ,1.048224614,1.26 ,1.34 ,1.59 ,1.674520268
536,168.48 ,2.01 ,1.06 ,1.851829899,1.76 ,1.59 ,0.98 ,0.27 ,45.44 ,1.047357157,1.26 ,1.34 ,1.59 ,1.674987306
538,168.36 ,2.02 ,1.06 ,1.852451218,1.76 ,1.60 ,0.98 ,0.27 ,45.44 ,1.056960935,1.26 ,1.34 ,1.60 ,1.675449634
540,168.23 ,2.05 ,1.06 ,1.853124858,1.76 ,1.60 ,1.00 ,0.27 ,45.43 ,1.097134555,1.26 ,1.34 ,1.60 ,1.6759527
542,168.10 ,2.03 ,1.06 ,1.853805591,1.76 ,1.60 ,1.00 ,0.27 ,45.44 ,1.070748148,1.26 ,1.34 ,1.60 ,1.676460545
544,167.97 ,2.02 ,1.06 ,1.854426011,1.76 ,1.60 ,1.00 ,0.27 ,45.44 ,1.066287626,1.26 ,1.34 ,1.60 ,1.676921017
546,167.85 ,2.03 ,1.06 ,1.855036662,1.76 ,1.60 ,1.01 ,0.27 ,45.44 ,1.078740932,1.26 ,1.34 ,1.60 ,1.677373607
548,167.72 ,2.02 ,1.06 ,1.855653566,1.76 ,1.60 ,1.02 ,0.27 ,45.44 ,1.073704335,1.26 ,1.34 ,1.60 ,1.67783063
550,167.59 ,2.01 ,1.06 ,1.856212602,1.76 ,1.60 ,1.02 ,0.27 ,45.44 ,1.067026159,1.26 ,1.34 ,1.60 ,1.678242086
552,167.46 ,2.01 ,1.06 ,1.856797742,1.76 ,1.60 ,1.03 ,0.27 ,45.44 ,1.074129885,1.26 ,1.34 ,1.60 ,1.678673681
554,167.34 ,2.02 ,1.06 ,1.857365777,1.76 ,1.60 ,1.03 ,0.27 ,45.44 ,1.083526516,1.26 ,1.34 ,1.60 ,1.67909159
556,167.21 ,2.05 ,1.06 ,1.858028379,1.76 ,1.60 ,1.04 ,0.27 ,45.43 ,1.11434561,1.26 ,1.34 ,1.60 ,1.679583137
558,167.08 ,2.04 ,1.06 ,1.858608074,1.76 ,1.60 ,1.05 ,0.27 ,45.43 ,1.114334809,1.26 ,1.34 ,1.60 ,1.680009413
560,166.96 ,2.05 ,1.06 ,1.85924583,1.76 ,1.60 ,1.06 ,0.27 ,45.43 ,1.125717383,1.26 ,1.34 ,1.60 ,1.680480746
562,166.83 ,2.08 ,1.06 ,1.859918124,1.76 ,1.60 ,1.07 ,0.27 ,45.43 ,1.163710075,1.26 ,1.34 ,1.60 ,1.680978839
564,166.70 ,2.06 ,1.06 ,1.860674245,1.77 ,1.60 ,1.07 ,0.27 ,45.43 ,1.146941557,1.26 ,1.34 ,1.60 ,1.68154169
566,166.58 ,2.07 ,1.06 ,1.861361389,1.77 ,1.60 ,1.08 ,0.27 ,45.43 ,1.155546044,1.26 ,1.34 ,1.60 ,1.682050482
568,166.45 ,1.99 ,1.06 ,1.86205902,1.77 ,1.60 ,1.07 ,0.27 ,45.44 ,1.078721086,1.26 ,1.34 ,1.60 ,1.682566612
570,166.32 ,2.07 ,1.06 ,1.862581525,1.77 ,1.60 ,1.09 ,0.27 ,45.43 ,1.160351076,1.26 ,1.34 ,1.60 ,1.68294666
572,166.20 ,2.06 ,1.06 ,1.863292511,1.77 ,1.60 ,1.09 ,0.27 ,45.43 ,1.153992185,1.26 ,1.34 ,1.60 ,1.683472907
574,166.07 ,2.04 ,1.06 ,1.863922668,1.77 ,1.60 ,1.10 ,0.27 ,45.43 ,1.140277199,1.26 ,1.34 ,1.60 ,1.683935711
576,165.94 ,2.05 ,1.06 ,1.864506165,1.77 ,1.60 ,1.11 ,0.27 ,45.43 ,1.15875953,1.26 ,1.34 ,1.60 ,1.684361965
578,165.82 ,2.03 ,1.06 ,1.865126731,1.77 ,1.60 ,1.11 ,0.27 ,45.43 ,1.12996318,1.26 ,1.34 ,1.60 ,1.684816527
580,165.69 ,2.01 ,1.06 ,1.865666108,1.77 ,1.60 ,1.11 ,0.27 ,45.43 ,1.120927823,1.26 ,1.34 ,1.60 ,1.685207566
582,165.57 ,2.03 ,1.06 ,1.866206666,1.77 ,1.60 ,1.12 ,0.27 ,45.43 ,1.139713552,1.26 ,1.34 ,1.60 ,1.685599358
584,165.44 ,1.97 ,1.06 ,1.866735341,1.77 ,1.60 ,1.12 ,0.27 ,45.44 ,1.083655035,1.26 ,1.34 ,1.60 ,1.685981154
586,165.31 ,1.97 ,1.06 ,1.867103418,1.77 ,1.60 ,1.12 ,0.27 ,45.44 ,1.077440237,1.26 ,1.34 ,1.60 ,1.686237771
588,165.19 ,2.03 ,1.06 ,1.867538524,1.77 ,1.60 ,1.14 ,0.27 ,45.43 ,1.156073928,1.26 ,1.34 ,1.60 ,1.686546797
590,165.06 ,2.04 ,1.06 ,1.868075771,1.77 ,1.61 ,1.14 ,0.27 ,45.43 ,1.167856007,1.26 ,1.34 ,1.61 ,1.686934722
592,164.94 ,2.01 ,1.06 ,1.868645364,1.77 ,1.61 ,1.14 ,0.27 ,45.43 ,1.139249113,1.26 ,1.34 ,1.61 ,1.687347304
594,164.81 ,1.89 ,1.06 ,1.869114441,1.77 ,1.61 ,1.13 ,0.27 ,45.44 ,1.005816284,1.27 ,1.35 ,1.61 ,1.687680697
596,164.69 ,1.71 ,1.06 ,1.869041934,1.77 ,1.61 ,1.10 ,0.27 ,45.46 ,0.825886745,1.27 ,1.35 ,1.61 ,1.687591774
598,164.56 ,1.74 ,1.06 ,1.86863437,1.77 ,1.61 ,1.11 ,0.27 ,45.46 ,0.863425725,1.27 ,1.35 ,1.61 ,1.687243158
600,164.44 ,1.76 ,1.08 ,1.868304781,1.77 ,1.61 ,1.12 ,0.27 ,45.46 ,0.883649583,1.29 ,1.37 ,1.61 ,1.692864313
602,164.31 ,1.86 ,1.08 ,1.867909883,1.77 ,1.61 ,1.14 ,0.27 ,45.44 ,0.989633459,1.28 ,1.36 ,1.61 ,1.692533217
604,164.19 ,1.75 ,1.08 ,1.867932345,1.77 ,1.61 ,1.12 ,0.27 ,45.46 ,0.873216144,1.29 ,1.37 ,1.61 ,1.692527317
606,164.06 ,1.77 ,1.08 ,1.867581968,1.77 ,1.61 ,1.13 ,0.27 ,45.45 ,0.905254461,1.29 ,1.37 ,1.61 ,1.692230114
608,163.94 ,1.70 ,1.08 ,1.867191754,1.77 ,1.61 ,1.12 ,0.27 ,45.46 ,0.838158005,1.29 ,1.37 ,1.61 ,1.691900349
